Date,Departure station,Arrival station,Route,Cancellation comments,Departure delay comments,Arrival delay comments
2019-01,MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES → LILLE,,,"Irrégularité pour les causes Matériel reste soutenue, avec notamment un Parc Duplex relevé une dizaine de fois tendu ce mois, pour les incidents en ligne les causes sont diffuses ( BM isolé, DJ, COVIT,CAB , etc.).
. Hausse marquée pour l’irrégularité « causes externes », il s’agit des conséquences d’intempéries : dérangements ou LTV (limitation temporaire de vitesse). On relèvera en évènement phare, l’inondation d’un tunnel à MSC le 26/01 entraînant le détournement des TGV par ligne classique (99 TGV-7533 min), avec enquête en cours et  dépôt de plainte pour une obstruction du réseau d’écoulement, phénomène à l’origine de l’inondation.
     Toujours en cause externe côté malveillance, on retiendra aussi
     la destruction complète par incendie volontaire d’un poste à St
     Rambert le 12/01 avec impact sur 26 Tgv, ce du 12 au 15/01.

 .    En cause externe les conséquences des manifestations gilets
      jaunes, manifestations plus marquées pour les Gares Sud Est."
2019-05,MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES → LILLE,,,"Hausse de l’irrégularité côté « Réseau externe » par rapport au mois précédent. Il s’agit des conséquences d’accidents de personnes : le 12 à LYD avec 10 Tgv concernés (découverte d’un corps), et le 17 à Sully avec le Tgv 5374 (8 Tgv concernés).Il s’agit aussi d’autres évènements externes: le 20 avec le heurt de chevreuil par 6602 à Lacour (4 Tgv concernés), le 28 avec une divagation de vaches près d’ Arras (6 Tgv concernés), et le 30 avec les conséquences d’un incendie près de MPL (4 tgv concernés)"
2019-06,MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES → LILLE,,,"Irrégularité pour les causes  Autres transporteurs en hausse de 1,1 point, irrégularité en dominante pour les conséquences des circulations Ter, ensuite pour  Sncf Réseaurail avec 5 TGV concernés pour la panne du train BOA le mercredi 19 juin à TGV HP
Hausse pour la partie des dérangements( +1,8 point), essentiellement pour les installations de sécurité avec une petite part pour la rubrique « caténaire ». En fait saillant la LTV 170 puis 230 km/h les 26 et 27 juin entre Jablines et Messy suite au passage de la rame de contrôle IRIS (7 TGV concernés pour les 26 et 27 juin), pour le reste il s’agit d’incidents de zones, PN"
2018-08,MARSEILLE ST CHARLES,LYON PART DIEU,MARSEILLE ST CHARLES → LYON PART DIEU,,,"•problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’axe perdus à 5’."
2018-01,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,"7820 du 12 +85: Soin matériel roulant
7822 du 20 +50: Incident lié aux portes
7832 du 28 + 84: soin matériel roulant"
2018-07,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,"•alarme incendie sur l’Eurostar 9086, vers Le-Châtelet , 27 TGV retardés pour 725 min, 12 TGV de l’axe perdus à 5’."
2018-09,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel"
2018-10,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud"
2019-01,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,Neiges et Inondation tutnel Marseille
2019-02,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,Accidents de personne
2019-03,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,"Incendie motrice à cluny, colis suspect à Valence TGV, chute d'arbre vers Vaumort"
2019-05,MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES → MARNE LA VALLEE,,,"Heurt de personnes à Vianges, Heurt animal Cuy, heurt chevreuil Lacour d'arcenay, dérangement Yerres, disjonction cluny, Fort impact sur LN1 tronçon central"
2018-05,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,"Evacuation de la gare de Marseille-St-Charles, cause colis suspect."
2018-07,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,"problème de traction du 9582 vers Aix-en-Provence. 25 TGV retardés pour 588 min, 9 TGV de l’zxe perdus à 5’."
2018-09,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel"
2018-10,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud"
2019-01,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,Neiges et Inondation tunnel Marseille
2019-02,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,Accidents de personne
2019-03,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,"Incendie motrice à cluny, colis suspect à Valence TGV, chute d'arbre vers Vaumort"
2019-05,MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES → PARIS LYON,,,"Heurt de personnes à Vianges, Heurt animal Cuy, heurt chevreuil Lacour d'arcenay, dérangement Yerres, disjonction cluny, Fort impact sur LN1 tronçon central"
2018-01,MARSEILLE ST CHARLES,TOURCOING,MARSEILLE ST CHARLES → TOURCOING,,,"7830 du 17 +76: Dérangement d'installations
7830 du 20 +88: Attente execution service voy"
2018-11,MARSEILLE ST CHARLES,TOURCOING,MARSEILLE ST CHARLES → TOURCOING,,,"Collision, Non repsect marche traçée, Attente matériel roulant, espacement, difficultés réception sous gare, détresse matériel roulant, LTV inopinée, Signal d'alarme"
2018-02,METZ,PARIS EST,METZ → PARIS EST,,,"01/02 : 2881? Retard sur un autre réseau et csq alarme incendie 2827 (35’) + 2827?Alarme incendie (24’) + 2650?Malaise voyageur (6’)
02/02 : 2855 + 2881?Retard sur autre réseau (13’) 
04/02 : 2893? LTV 230 (5’) 
11/02 : 2893? Retard sur autre réseau (27’) + 2654?Non libération de voie  (7’)
12/02 : Retard autre réseau? 2861 (27’) et 2855 (9’) + 2861? bogie isolé (13’) + 2891? malaise voyageur (13’)
13/02 : Retard autre réseau? 2881 (2’), 2855 (49’) et 2853 (7’)
14/02 : 2881?ETCS (14’) +  2855? Erreur gestion (6’) + 2891? Csq 2880 en ETCS (7’) 
15/02 : 2676? LTV 40 (5’)+ 2682? Intervention police (7’)+ 2865? Retard sur autre réseau (8’)+ 2660? Pb circulation (12’)
16/02 : 2891? Retard sur autre réseau (36’) +  Csq alerte radio sur TER?2853 (5’), 2650 (23’), 2855 (11’)  + 2853? Personne sur les voies (16’) + 2650? LTV 160 train balai (6’) + 
17/02 : Csq 2617 en détresse à quai? 2676 (91’), 2861 (11’), 2855 (19’) + 2865? Csq heurt personne (58’) + 2865? Intervention police (6’) + 2855? Retard autre réseau (5’)
18/02 : 2676? Erreur de gestion (14’)
19/02 : Csq accident de personnes? 2891 (5’), 2881 (14’), 2676 (45’) + retard autre réseau? 2881 (4’), 2865 (2’), 2855 (40’)
20/02 : 2650?Pb circulation (12’)
21/02 : Retard autre réseau? 2855, 2881(8’) 
22/02 : 2855 et 2682? LTV 40 + 2891? attente clients (7’)
23/02 : 2863? Retard autre réseau (33’) + 2855 (14’) + 2660 et 2650? Csq accident de personne (20’) + 2891? Csq signal alarme 2833 (16’)
24/02 : 2855? Retard autre réseau (16’)
26/02 : Retard autre réseau? 2861 (37’), 2891 (14’)
27/02 : 2865? Double défaut BTM (34’) + 2869? Attente correspondance Ter (7’)
28/02 : Retard autre réseau? 2869 (13’), 2865 (35’), 2855 (9’) + 2865? A l’arrêt car détection non desserrage (35’) + 2855? Arrêt sup à Meuse (12’)"
2018-06,METZ,PARIS EST,METZ → PARIS EST,,,"01/06 : Attente correspondance ?2891 et 2869 (19 et 23’) + Retard sur autre réseau ?2881 et 2855 (8’ et 8’) + Signal d’alarme sur 2869 (7’) + perte de temps pour accroche sur 2877 (10’)
04/06 : Retard sur autre réseau ?2881 (12’), 2865 (16’), 2891 (10’), 2869 (12’) + montée de 2 PSH à  Metz ? 2865 (9’) + Arbre sur caténaire ?2881 (21’)
05/06 : Incident caténaire à Pantin ? 2869 (16‘), 2865 (53‘), 2660 (121‘), 2881 (7‘)
06/06 : Incident caténaire à Pantin ? 2855 (13’)
11/06 : Retard sur autre réseau ? 2861(17’) et 2865 (11’)
14/06 : Retard sur autre réseau ? 2869 (21‘) + DBC sur 2660 (11’)
15/06 : Retard sur autre réseau ?2853 (34‘) et 2855 (6‘) + sortie tardive du matériel à Metz? 2650  (30’)
20/06 : Retard sur autre réseau ? 2891 (38‘), 2853 (7‘), 2869 (8‘), 2881 (9‘) + décontrôle aiguille pour 2855 (14’)
21/06 : Csq déraillement à Woippy ? 2869 (91’), 2865 (20’) + Retard dur autre réseau ? 2855 (26’), 2853 (17’), 2865 (30’), 2881 (28’)
26/06 : Csq déraillement draisine ?2855 (7’) et 2853 (7’) + signal d’alarme tiré? 2682 (8’) + retard sur un autre réseau ?  2881 (8’)
29/06 : Attente correspondance ?2891 (11‘)
30/06 : Attente correspondance ? 2869 (17‘)"
2018-10,METZ,PARIS EST,METZ → PARIS EST,,,"01/10 : 2881?Malaise voyageur à Roissy (6’)
02/10 : 2865?LTV à Woippy (9’) + Retard Lux (21’) et 2676? Choc anormal à Lagny (6’)
03/10 : 2855? Malaise voyageur à Bondy (17’) + 2853? Restriction vitesse à Metz (7’) et malaise voyageur à Bondy (11’) + 2865?Détresse matériel roulant à Bettembourg (21’) 
04/10 : Retard autre réseau? 2891(20‘) et 2881(69‘) + 2676? Accident de personne à Bondy (32’)
05/10 : 2877? Dérangement installation à PE (10’) + 2853? Dérangement installation à Marles en Brie (9’) + 2865? Accident de personne à Gagny (58’) +2650 ?Zone en non libération (10‘) + Retard autre réseau ?2855 (7‘) +2865 (14‘)
06/10 : Retard autre réseau? 2865 (7’) + 2869 (7’) et Pb de porte à Metz?2672 (10‘)
07/10 : 2893?Pb accroche à Metz (6‘) + 2877? Incident porte à SG (7‘)
08/10 : 2869? Retard autre réseau (8’)
09/10 : 2855? Retard autre réseau (6’)
10/10 : Dérangement installation à Woippy (9’) ? 2855(6‘) + 2853 (14‘) + 2869? Difficulté de réception à Ebange (9’) + 2660? Pb de porte à Meuse (26’) +2865? Intervention avec coupure fibre optique à Woippy (9‘) + 2853? Retard sur un autre réseau (16’) + 2881? Bagage abandonné SG (6‘)
11/10 : Retard sur un autre réseau ?2891 (8‘) +2881 (13‘) +2853 (15‘) + 2869? Obstacle sur les voies à THL (38’)
12/10 : Retard sur un autre réseau? 2891(10’) + 2865(34’) + 2877 (8’) + 2865? Personne dans les voies à Rosa Parks (12‘) + 2855? Alerte radio suite choc anormal à Noisy (6’) + 2660? Pb de réception (8‘)
14/10 : 2893?Pb d’accroche à MZ (8’) + 2869? Retard autre réseau (18’) + 2877? Absence signalisation du train (23’)
15/10 : 2891? Colis abandonné (6’) + 2881? Retard autre réseau (10’)
16/10 : Retards autre réseau? 2881(7‘) + 2869 (6‘) + 2865 (17‘) 
17/10 : Accident de personne à Noisy? 2891(58‘) + 2881(139‘) + Retards autre réseau? 2891(10’) + 2853 (10’) + 2855 (16’) 
18/10 : Décontrôle aiguille? 2853 (19‘) + 2650 (10‘)
19/10 : 2877? Malaise voyageur (8‘) + retard autre réseau (27’) et 2660? Attente correspondance à MZ (7’)
22/10 : Retard autre réseau? 2869 (19‘) + 2865 (6‘) et 2869? Franchissement signal fermé (23‘) et 2853? Incident porte (6‘) et 2650? Dépannage au départ (6‘)
23/10 : Retard autre réseau? 2881(12’) + 2869 (7’) + 2855 (7’)
24/10 : Retard autre réseau? 2853 (9’) + 2865 (6’) + 2881 (9’)
25/10 : Retard autre réseau? 2881 (27’)
26/10 : 2865?Obstacle sur les voies à MZ (6’)
28/10 : Décontrôle aiguille? 2893 (9’) +2865 (14’)
29/10 : 2881? Retard sur un autre réseau (6’)
30/10 : 2869? Retard sur un autre réseau (17’) + Dérangement radio sol-train? 2855 (17’) + 2853 (18’)
31/10 : 2891? Colis suspect à Woippy (10’) + 2881? Retard sur un autre réseau (7’) + 2877?Attente correspondance (18’)"
2018-11,METZ,PARIS EST,METZ → PARIS EST,,,"01/11: 2877?Retard sur un autre réseau (41‘)
05/11: Retard sur un autre réseau?2865 (6’) + 2853 (30’) et 2855?Csq LTV 40 (8’)
06/11: 2660?Attente ADC à Metz (22’)
07/11: 2853?Arrêt sous la section de séparation Metz Bellecroix (25’) + 2869?Retard sur un autre réseau (6’) + 2855?Incident en chantier de production EF (6’)
08/11: 2881?Difficultés d’accroche à Metz (6’) + Retard sur un autre réseau? 2881 (9’) + 2869 (6’)
09/11: Retard sur un autre réseau? 2877 (21’) + 2869 (11’) + 2853 (8’) + 2881 (7’)
10/11: 2672?Raté d’ouverture PN (6’)
11/11: 2869?Retard sur un autre réseau (11’)
12/11: Retard autre réseau? 2853 (16’) + 2881 (11’)
13/11: 2881?Problème matériel (7’)
14/11: Dérangement d’installation à Metz? 2853 (35’) + 2855 (26’) et 2865? Retard sur un autre réseau (10’)
15/11: 2881? Incident en chantier de production EF (10’) + 2650?Départ retardé pour mise dans l'horaire du 2852 supprimé (27’)
16/11: Retard autre réseau? 2877 (16’) + 2869 (11’)
17/11: 2676? Attente ADC dû aux manifestations des gilets jaunes (20’) + 2855? Retard autre réseau (14’)
18/11: 2865? Retard autre réseau (8’)
19/11: Absence de tension d’alimentation sur la zone CHL? 2869 (24’) + 2676 (6’) + 2881? Obstacle sur les voies à Maizières les Metz (heurt animal) (54’)
20/11: Retard autre réseau? 2881 (6’) + 2853 (10’) + 2890? Rétention voie 4 Chauconin suite à présomption de heurt au Raincy (21’) + Répétition signal fermé à  Lunel (19‘) + 2855?Taxi en retard suite blocage par gilet jaune (6’)
21/11: 2855?Non-respect marché tracé (6’)
22/11: Retard sur un autre réseau? 2881 (14’) + 2865? Raté de formation pour un itinéraire au départ de la voie 9 (26‘)
23/11: Retard sur un autre réseau? 2865 (10’) + 2853 (20‘) et 2853? Soin matériel roulant (15‘) + 2855? Csq malaise voyageur (12‘) + 2877? Raté ouverture PN (6‘)
25/11: 2893?Retard sur un autre réseau (24‘)
26/11: 2865?Retard sur un autre réseau (13‘)
27/11: 2855?Retard sur un autre réseau (6‘)
28/11: Signal d'alarme et présomption de descente de voyageurs dans les voies à Chelles ? 2891 (6’) et 2881 (6’)
29/11: 2891? Agression sur la voie 2EO (6’) + 2855? Zone en non libération (13’) + 2853?Retard sur un autre réseau (7‘)
30/11: Retard autre réseau? 2877 (19’) + 2881(27’) + 2869 (7’) + 2865 (17’) + 2891 (13’) et 2855? Alarme DBC simple (7‘)"
